label,sentence
0,"In the wrong hands, i.e. Peploe's, it's simply unbearable"
1,"What saves it ... and makes it one of the better video-game-based flicks, is that the film acknowledges upfront that the plot makes no sense, such that the lack of linearity is the point of emotional and moral departure for protagonist Alice."
0,"Like an Afterschool Special with costumes by Gianni Versace, Mad Love looks better than it feels."
1,"A strong script, powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman, who is not only a pianist, but a good human being."
1,"Miller tells this very compelling tale with little fuss or noise, expertly plucking tension from quiet."
0,"It has no affect on the Kurds, but it wore me down."
1,The wanton slipperiness of *Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art.
1,"The real star of this movie is the score, as in the songs translate well to film, and it's really well directed."
0,"Instead of letting the laughs come as they may, Lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank, take your pick."
0,This Tuxedo ... should have been sent back to the tailor for some major alterations.
0,Ever see one of those comedies that just seem like a bad idea from frame one?
1,The film is impressive for the sights and sounds of the wondrous beats the world has to offer.
1,"For most of its footage, the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp, shudder and even tremble without losing his machismo."
0,"Downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a ""cooler"" PG-13 rating."
0,"The performances are so overstated, the effect comes off as self-parody."
0,In terms of execution this movie is careless and unfocused.
1,The story ultimately takes hold and grips hard.
0,The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well.
1,"It puts Washington, as honest working man John Q. Archibald, on a pedestal, then keeps lifting the pedestal higher."
0,I have not been this disappointed by a movie in a long time.
1,An alternately fascinating and frustrating documentary.
1,"A directorial tour de force by Bernard Rose, ivans xtc."
0,"Unfortunately, One Hour Photo lives down to its title."
0,"For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over, No Such Thing is a big letdown."
1,Beautifully produced.
1,A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her.
1,"Lee's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete, a movie star, and an image of black indomitability."
1,"It's definitely an improvement on the first Blade, since it doesn't take itself so deadly seriously."
1,Yet this one makes up for in heart what it lacks in outright newness.
0,"The most memorable moment was when Green threw medical equipment at a window; not because it was particularly funny, but because I had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration."
0,"The premise of ""Abandon"" holds promise,... but its delivery is a complete mess."
1,"Shyamalan offers copious hints along the way -- myriad signs, if you will -- that beneath the familiar, funny surface is a far bigger, far more meaningful story than one in which little green men come to Earth for harvesting purposes."
0,"Call me a cynic, but there's something awfully deadly about any movie with a life-affirming message."
0,"We started to wonder if ... some unpaid intern had just typed 'Chris Rock,' 'Anthony Hopkins' and 'terrorists' into some Univac-like script machine."
0,It's hard to imagine that even very small children will be impressed by this tired retread.
1,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack."
0,The problem with movies about angels is they have a tendency to slip into hokum.
0,"Lazy filmmaking, with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling."
1,"Like Smoke Signals, the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama"
0,"As with so many merchandised-to-the-max movies of this type, more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script, which has a handful of smart jokes and not much else."
1,The film's images give a backbone to the company and provide an emotional edge to its ultimate demise.
1,"Stuffed to the brim with ideas, American instigator Michael Moore's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition."
0,Press the delete key.
1,...the kind of entertainment that parents love to have their kids see.
1,"For all its visual panache and compelling supporting characters, the heart of the film rests in the relationship between Sullivan and his son."
1,Imamura has said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women.
0,"A grating, emaciated flick."
0,"It's plotless, shapeless -- and yet, it must be admitted, not entirely humorless."
0,"With a tone as variable as the cinematography, Schaeffer's film never settles into the light-footed enchantment the material needs, and the characters' quirks and foibles never jell into charm."
0,"A very slow, uneventful ride around a pretty tattered old carousel."
1,Jackson is always watchable.
1,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation.
0,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything.
1,"...bright, intelligent, and humanly funny film."
0,Too bad Kramer couldn't make a guest appearance to liven things up.
1,"300 years of Russian history and culture compressed into an evanescent, seamless and sumptuous stream of consciousness."
0,The modern remake of Dumas's story is long on narrative and (too) short on action.
0,Seagal is painfully foolish in trying to hold onto what's left of his passe' chopsocky glory.
1,"The enjoyable Undercover Brother, a zany mix of Saturday Night Live-style parody, '70s Blaxploitation films and goofball action comedy gone wild, dishes out a ton of laughs that everyone can enjoy."
1,Fantastic!
0,"There's not a spark of new inspiration in it, just more of the same, done with noticeably less energy and imagination."
1,"""Red Dragon"" is entertaining."
0,"Hoffman waits too long to turn his movie in an unexpected direction, and even then his tone retains a genteel, prep-school quality that feels dusty and leatherbound."
1,Secretary is just too original to be ignored.
1,"While Cherish doesn't completely survive its tonal transformation from dark comedy to suspense thriller, it's got just enough charm and appealing character quirks to forgive that still serious problem."
0,The lack of naturalness makes everything seem self-consciously poetic and forced...It's a pity that (Nelson's) achievement doesn't match his ambition.
1,Graham Greene's novel of colonialism and empire is elevated by Michael Caine's performance as a weary journalist in a changing world.
0,"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue, just because it seems obligatory."
1,"My Big Fat Greek Wedding is not only the best date movie of the year, it's also a -- dare I say it twice -- delightfully charming -- and totally American, I might add -- slice of comedic bliss."
1,An off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world.
0,This thing works on no level whatsoever for me.
0,A selection of scenes in search of a movie.
1,One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead.
0,We do get the distinct impression that this franchise is drawing to a close.
0,"An unholy mess, driven by the pathetic idea that if you shoot something on crummy-looking videotape, it must be labelled 'hip', 'innovative' and 'realistic'."
0,"In the end, The Weight of Water comes to resemble the kind of soft-core twaddle you'd expect to see on Showtime's 'Red Shoe Diaries.'"
1,Meticulously uncovers a trail of outrageous force and craven concealment.
1,"Even if The Ring has a familiar ring, it's still unusually crafty and intelligent for Hollywood horror."
1,"Time is a beautiful film to watch, an interesting and at times captivating take on loss and loneliness."
1,A moving and weighty depiction of one family's attempts to heal after the death of a child.
0,It's replaced by some dramatic scenes that are jarring and deeply out of place in what could have (and probably should have) been a lighthearted comedy.
1,"Even if you don't understand what on earth is going on, this is a movie that will stimulate hours of post viewing discussion, if only to be reminded of who did what to whom and why."
0,... Watching it was painful.
1,"Mostly honest, this somber picture reveals itself slowly, intelligently, artfully."
1,"The story line may be 127 years old, but El Crimen del Padre Amaro ... couldn't be more timely in its despairing vision of corruption within the Catholic establishment."
0,Wait to see it then.
0,"Unless there are zoning ordinances to protect your community from the dullest science fiction, Impostor is opening today at a theater near you."
1,"Does a good job of establishing a time and place, and of telling a fascinating character's story."
0,It's supposed to be a romantic comedy - it suffers from too much Norma Rae and not enough Pretty Woman.
0,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel.
1,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half."
1,A film with contemporary political resonance illustrated by a winning family story.
0,Disney again ransacks its archives for a quick-buck sequel.
0,"Payami tries to raise some serious issues about Iran's electoral process, but the result is a film that's about as subtle as a party political broadcast."
0,One of the most incoherent features in recent memory.
1,"A wry, affectionate delight."
1,Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day.
0,"The problem with the mayhem in Formula 51 is not that it's offensive, but that it's boring."
1,A three-hour cinema master class.
1,A quirky comedy set in Newfoundland that cleverly captures the dry wit that's so prevalent on The Rock.
1,"May not be a breakthrough in filmmaking, but it is unwavering and arresting."
1,"Caruso sometimes descends into sub-Tarantino cuteness ... but for the most part he makes sure The Salton Sea works the way a good noir should, keeping it tight and nasty."
0,The rest of the film ... is dudsville.
1,"Brutally honest and told with humor and poignancy, which makes its message resonate."
1,...a good film that must have baffled the folks in the marketing department.
0,"Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out, cannot overcome blah characters."
0,"The metaphors are provocative, but too often, the viewer is left puzzled by the mechanics of the delivery."
0,Works better in the conception than it does in the execution...winds up seeming just a little too clever.
1,Wonderful fencing scenes and an exciting plot make this an eminently engrossing film.
1,A bold (and lovely) experiment that will almost certainly bore most audiences into their own brightly colored dreams.
1,a wonderfully warm human drama that remains vividly in memory long after viewing
0,"If any of them list this 'credit' on their resumes in the future, that'll be much funnier than anything in the film..."
0,"After you laugh once (maybe twice), you will have completely forgotten the movie by the time you get back to your car in the parking lot."
0,The Hanukkah spirit seems fried in pork.
1,"There are plenty of scenes in Frida that do work, but rarely do they involve the title character herself."
1,It is Scott's convincing portrayal of Roger the sad cad that really gives the film its oomph.
1,"4Ever has the same sledgehammer appeal as Pokemon videos, but it breathes more on the big screen and induces headaches more slowly."
1,A chilling tale of one of the great crimes of 20th Century France: the murder of two rich women by their servants in 1933.
0,"Despite all the closed-door hanky-panky, the film is essentially juiceless."
0,It's one long bore.
0,"If you are curious to see the darker side of what's going on with young TV actors (Dawson Leery did what?!?), or see some interesting storytelling devices, you might want to check it out, but there's nothing very attractive about this movie."
1,"It has a dashing and resourceful hero; a lisping, reptilian villain; big fights; big hair; lavish period scenery; and a story just complicated enough to let you bask in your own cleverness as you figure it out."
0,"None of this is very original, and it isn't particularly funny."
1,"Ice Age won't drop your jaw, but it will warm your heart, and I'm giving it a strong thumbs up."
1,A tasty masala.
1,But it does have one saving grace.
1,One can't deny its seriousness and quality.
1,Piccoli gives a superb performance full of deep feeling.
1,It'll keep you wide awake and ... very tense.
0,"An empty, purposeless exercise."
0,Too bad.
1,"Rich in shadowy metaphor and as sharp as a samurai sword, Jiang Wen's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut."
0,Can be classified as one of those 'alternate reality' movies... except that it would have worked so much better dealing in only one reality.
0,"Despite some strong performances, never rises above the level of a telanovela."
0,Painfully padded.
0,"The Sum of All Fears is remarkably fuddled about motives and context, which drains it of the dramatic substance that would shake us in our boots (or cinema seats)."
1,A diverse and astonishingly articulate cast of Palestinian and Israeli children.
1,"Highly recommended viewing for its courage, ideas, technical proficiency and great acting."
1,"None of this is meaningful or memorable, but frosting isn't, either, and you wouldn't turn down a big bowl of that, would you?"
1,A gripping documentary that reveals how deep the antagonism lies in war-torn Jerusalem.
1,"I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven, toilet-humor codswallop, and its name was Earnest."
1,"A delightful surprise because despite all the backstage drama, this is a movie that tells stories that work -- is charming, is moving, is funny and looks professional."
1,"For all the wit and hoopla, Festival In Cannes offers rare insight into the structure of relationships."
0,"Every joke is repeated at least--annoying, isn't it?"
1,"'Anyone with a passion for cinema, and indeed sex, should see it as soon as possible.'"
1,A refreshing change from the usual whoopee-cushion effort aimed at the youth market.
1,...an interesting slice of history.
0,For dance completists only.
0,"It has the air of a surprisingly juvenile lark, a pop-influenced prank whose charms are immediately apparent and wear thin with repetition."
0,It's uninteresting.
0,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie."
1,A tone poem of transgression.
0,"Seemingly a vehicle to showcase the Canadian's inane ramblings, Stealing Harvard is a smorgasbord of soliloquies about nothing delivered by the former Mr. Drew Barrymore."
0,"Confusion is one of my least favourite emotions, especially when I have to put up with 146 minutes of it."
1,"Road to Perdition does display greatness, and it's worth seeing."
0,"Ultimately, Sarah's dedication to finding her husband seems more psychotic than romantic, and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness."
1,An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time.
0,One of the worst movies of the year.
0,Like a soft drink that's been sitting open too long: it's too much syrup and not enough fizz.
0,Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle's carpets.
0,"It has more in common with a fireworks display than a movie, which normally is expected to have characters and a storyline."
1,"A captivatingly quirky hybrid of character portrait, romantic comedy and beat-the-clock thriller."
1,Manages to delight without much of a story.
0,"...an hour-and-a-half of inoffensive, unmemorable filler."
1,"May take its sweet time to get wherever it's going, but if you have the patience for it, you won't feel like it's wasted yours."
0,"Ultimately, the film never recovers from the clumsy cliché of the ugly American abroad, and the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability."
0,"In the book-on-tape market, the film of ""The Kid Stays in the Picture"" would be an abridged edition"
0,"It is bad, but certainly not without merit as entertainment."
0,"High Crimes is a cinematic misdemeanor, a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors, Morgan Freeman and Ashley Judd."
0,The project's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting.
1,A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime.
1,...one of the most entertaining monster movies in ages...
1,An infinitely wittier version of the Home Alone formula.
0,Devoid of any of the qualities that made the first film so special.
1,Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides.
1,"Fontaine masterfully creates a portrait of two strong men in conflict, inextricably entwined through family history, each seeing himself in the other, neither liking what he sees."
1,"Everyone's insecure in Lovely and Amazing, a poignant and wryly amusing film about mothers, daughters and their relationships."
0,"Seemingly disgusted with the lazy material and the finished product's unshapely look, director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors."
0,"It's also curious to note that this film, like the similarly ill-timed Antitrust, is easily as bad at a fraction the budget."
0,Don't let the subtitles fool you; the movie only proves that Hollywood no longer has a monopoly on mindless action.
0,The only type of lives this glossy comedy-drama resembles are ones in formulaic mainstream movies.
1,Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen.
0,"You see the movie and you think, zzzzzzzzz."
1,Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings.
1,"A tightly directed, highly professional film that's old-fashioned in all the best possible ways."
1,Confessions is without a doubt a memorable directorial debut from King Hunk.
1,Best enjoyed as a work of fiction inspired by real-life events.
0,This is a heartfelt story ... it just isn't a very involving one.
1,Schnitzler does a fine job contrasting the sleekness of the film's present with the playful paranoia of the film's past.
1,"George Clooney, in his first directorial effort, presents this utterly ridiculous shaggy dog story as one of the most creative, energetic and original comedies to hit the screen in years."
0,"'Martin Lawrence Live' is so self-pitying, I almost expected there to be a collection taken for the comedian at the end of the show."
0,"The screenplay does too much meandering, Norton has to recite bland police procedural details, Fiennes wanders around in an attempt to seem weird and distanced, Hopkins looks like a drag queen."
0,"If Oscar had a category called Best Bad Film You Thought Was Going To Be Really Awful But Wasn't, Guys would probably be duking it out with The Queen of the Damned for the honor."
0,"Anyone else who may, for whatever reason, be thinking about going to see this movie is hereby given fair warning."
0,I couldn't help but feel the wasted potential of this slapstick comedy.
0,The latest vapid actor's exercise to appropriate the structure of Arthur Schnitzler's Reigen.
1,Majidi's direction has never been smoother or more confident.
0,There's only one way to kill Michael Myers for good: stop buying tickets to these movies.
1,"Fear permeates the whole of Stortelling, Todd Solondz' oftentimes funny, yet ultimately cowardly autocritique."
0,"Falsehoods pile up, undermining the movie's reality and stifling its creator's comic voice."
0,Bland but harmless.
0,Like leafing through an album of photos accompanied by the sketchiest of captions.
0,"Judd's characters ought to pick up the durable best seller Smart Women, Foolish Choices for advice."
0,"The criticism never rises above easy, cynical potshots at morally bankrupt characters..."
1,"Adolescents will be adequately served by the movie's sophomoric blend of shenanigans and slapstick, although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a 'topless tutorial service.'"
1,About the best thing you could say about Narc is that it's a rock-solid little genre picture.
0,"An unbelievably stupid film, though occasionally fun enough to make you forget its absurdity."
1,Star/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character's paintings and in the process created a masterful work of art of their own.
1,"What (Denis) accomplishes in his chilling, unnerving film is a double portrait of two young women whose lives were as claustrophic, suffocating and chilly as the attics to which they were inevitably consigned."
0,"To build a feel-good fantasy around a vain dictator-madman is off-putting, to say the least, not to mention inappropriate and wildly undeserved."
0,A generic bloodbath that often becomes laughably unbearable when it isn't merely offensive.
1,Judith and Zaza's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics.
1,"With an unusual protagonist (a kilt-wearing Jackson) and subject matter, the improbable ""Formula 51"" is somewhat entertaining, but it could have been much stronger."
0,"This is the kind of movie during which you want to bang your head on the seat in front of you, at its cluelessness, at its idiocy, at its utterly misplaced earnestness."
0,Its appeal will probably limited to LDS Church members and undemanding armchair tourists.
0,The latest Adam Sandler assault and possibly the worst film of the year.
1,"The determination of Pinochet's victims to seek justice, and their often heartbreaking testimony, spoken directly into director Patricio Guzman's camera, pack a powerful emotional wallop."
1,"A beautiful, timeless and universal tale of heated passions -- jealousy, betrayal, forgiveness and murder."
0,"Hill looks to be going through the motions, beginning with the pale script."
1,"Who needs mind-bending drugs when they can see this, the final part of the 'qatsi' trilogy, directed by Godfrey Reggio, with music by Philip Glass?"
0,Disjointed parody.
0,"Typical animé, with cheapo animation (like Saturday morning TV in the '60s), a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names."
0,You can't believe anyone would really buy this stuff.
0,"The plot is nothing but boilerplate clichés from start to finish, and the script assumes that not only would subtlety be lost on the target audience, but that it's also too stupid to realize that they've already seen this exact same movie a hundred times"
1,"Twenty years later, E.T. is still a cinematic touchstone."
1,"Angela Gheorghiu as famous prima donna Floria Tosca, Roberto Alagna as her lover Mario Cavaradossi, and Ruggero as the villainous, lecherous police chief Scarpia, all sing beautifully and act adequately."
1,Gondry's direction is adequate ... but what gives Human Nature its unique feel is Kaufman's script.
0,"Though this rude and crude film does deliver a few gut-busting laughs, its digs at modern society are all things we've seen before."
1,One of the most exciting action films to come out of China in recent years.
0,Glizty but formulaic and silly...Cagney's 'top of the world' has been replaced by the bottom of the barrel.
0,Makes a joke out of car chases for an hour and then gives us half an hour of car chases.
0,"(A) soulless, stupid sequel ..."
1,"With a large cast representing a broad cross-section, Tavernier's film bounds along with the rat-a-tat energy of ""His Girl Friday,"" maintaining a light touch while tackling serious themes."
1,"unpretentious, charming, quirky, original"
0,"Humorless, self-conscious art drivel, made without a glimmer of intelligence or invention."
1,Told just proficiently enough to trounce its overly comfortable trappings.
1,"If you haven't seen the film lately, you may be surprised at the variety of tones in Spielberg's work."
1,Any movie that makes hard work seem heroic deserves a look.
0,"It's a thin notion, repetitively stretched out to feature length, awash in self-consciously flashy camera effects, droning house music and flat, flat dialogue."
0,"A dull, dumb and derivative horror film."
0,How about surprising us by trying something new?
1,"An energetic, violent movie with a momentum that never lets up."
0,"Even by the intentionally low standards of frat-boy humor, Sorority Boys is a bowser."
0,"An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration, Miss Congeniality."
1,"It really is a shame that more won't get an opportunity to embrace small, sweet 'Evelyn.'"
1,Caviezel embodies the transformation of his character completely.
0,"I found it slow, predictable and not very amusing."
1,See it.
1,"As played by Ryan Gosling, Danny is a frighteningly fascinating contradiction."
0,"The movie spends more time with Schneider than with newcomer McAdams, even though her performance is more interesting (and funnier) than his."
1,"Oh, and more entertaining, too."
1,"The genius of the work speaks volumes, offering up a hallucinatory dreamscape that frustrates and captivates."
1,"Austin Powers for the most part is extremely funny, the first part making up for any flaws that come later."
1,"A worthy addition to the cinematic canon, which, at last count, numbered 52 different versions."
1,"If you like blood, guts and crazy beasts stalking men with guns though... you will likely enjoy this monster."
0,"It is a popcorn film, not a must-own, or even a must-see."
0,How inept is Serving Sara?
1,"A thoughtful, reverent portrait of what is essentially a subculture, with its own rules regarding love and family, governance and hierarchy."
1,"(Caine) proves once again he hasn't lost his touch, bringing off a superb performance in an admittedly middling film."
1,"A vibrant whirlwind of love, family and all that goes with it, My Big Fat Greek Wedding is a non-stop funny feast of warmth, colour and cringe."
0,"The film, like Jimmy's routines, could use a few good laughs."
1,"Like a skillful fisher, the director uses the last act to reel in the audience since its poignancy hooks us completely."
1,"But once the falcon arrives in the skies above Manhattan, the adventure is on red alert."
1,"As Antonia is assimilated into this newfangled community, the film settles in and becomes compulsively watchable in a guilty-pleasure, daytime-drama sort of fashion."
0,This isn't a new idea.
0,"On a cutting room floor somewhere lies...footage that might have made No Such Thing a trenchant, ironic cultural satire instead of a frustrating misfire."
1,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.
1,"Just bring on the Battle Bots, please!"
0,"But first, you have to give the audience a reason to want to put for that effort"
1,"For all the dolorous trim, Secretary is a genial romance that maintains a surprisingly buoyant tone throughout, notwithstanding some of the writers' sporadic dips into pop Freudianism."
1,"A bright, inventive, thoroughly winning flight of revisionist fancy."
1,Just about the surest bet for an all-around good time at the movies this summer.
0,Those of you who are not an eighth grade girl will most likely doze off during this one.
0,A rambling ensemble piece with loosely connected characters and plots that never quite gel.
1,Greg Kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior.
0,This action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage.
1,"Metaphors abound, but it is easy to take this film at face value and enjoy its slightly humorous and tender story."
0,"The movie is the equivalent of French hip-hop, which also seems to play on a 10-year delay."
1,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone.
1,The film ... presents classic moral-condundrum drama: What would you have done to survive?
0,"Both shrill and soporific, and because everything is repeated five or six times, it can seem tiresomely simpleminded."
1,"A rich tale of our times, very well told with an appropriate minimum of means."
0,"The action here is unusually tame, the characters are too simplistic to maintain interest, and the plot offers few surprises."
1,"The Four Feathers has rewards, from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes."
0,"There's a delightfully quirky movie to be made from curling, but Brooms isn't it."
0,I suspect that there are more interesting ways of dealing with the subject.
1,A very good film sits in the place where a masterpiece should be.
1,Changing Lanes is an anomaly for a Hollywood movie; it's a well-written and occasionally challenging social drama that actually has something interesting to say.
1,"...flat-out amusing, sometimes endearing and often fabulous, with a solid cast, noteworthy characters, delicious dialogue and a wide supply of effective sight gags."
1,"Passionate, irrational, long-suffering but cruel as a tarantula, Helga figures prominently in this movie, and helps keep the proceedings as funny for grown-ups as for rugrats."
1,"Whenever you think you've figured out Late Marriage, it throws you for a loop."
1,"The story's scope and pageantry are mesmerizing, and Mr. Day-Lewis roars with leonine power."
0,"One problem with the movie, directed by Joel Schumacher, is that it jams too many prefabricated story elements into the running time."
0,"Barely manages for but a few seconds over its seemingly eternal running time to pique your interest, your imagination, your empathy or anything, really, save your disgust and your indifference."
0,The story the movie tells is of Brian De Palma's addiction to the junk-calorie suspense tropes that have all but ruined his career.
1,"Miyazaki has created such a vibrant, colorful world, it's almost impossible not to be swept away by the sheer beauty of his images."
0,"It's not a bad premise, just a bad movie."
1,"When one hears Harry Shearer is going to make his debut as a film director, one would hope for the best"
0,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you."
1,Great dragons!
1,"The powerful success of Read My Lips with such provocative material shows why, after only three films, director/co-writer Jacques Audiard, though little known in this country, belongs in the very top rank of French filmmakers."
0,"Most fish stories are a little peculiar, but this is one that should be thrown back in the river."
0,A word of advice to the makers of The Singles Ward: Celebrity cameos do not automatically equal laughs.
1,Kinnear and Dafoe give what may be the performances of their careers.
0,"A pathetic exploitation film that tries to seem sincere, and just seems worse for the effort."
1,"Pratfalls aside, Barbershop gets its greatest play from the timeless spectacle of people really talking to each other."
0,"""One look at a girl in tight pants and big tits and you turn stupid?"""
1,Kids should have a stirring time at this beautifully drawn movie.
0,An unfortunate title for a film that has nothing endearing about it.
0,David Spade as Citizen Kane?
1,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon, but Showtime's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks."
0,"Director George Hickenlooper has had some success with documentaries, but here his sense of story and his juvenile camera movements smack of a film school undergrad, and his maudlin ending might not have gotten him into film school in the first place."
1,"Like Kubrick, Soderbergh isn't afraid to try any genre and to do it his own way."
0,"The very definition of what critics have come to term an ""ambitious failure."""
0,"I can imagine this movie as a b&w British comedy, circa 1960, with Peter Sellers, Kenneth Williams, et al., but at this time, with this cast, this movie is hopeless."
0,At times Auto Focus feels so distant you might as well be watching it through a telescope.
0,A brutally dry satire of Middle American numbness.
1,"It is philosophy, illustrated through everyday events."
1,This is one of the year's best films.
1,The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough.
0,"Sounding like Arnold Schwarzenegger, with a physique to match, (Ahola) has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation."
1,The strength of the film lies in its two central performances by Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife.
1,Absorbing character study by André Turpin.
0,"Unfortunately, that's precisely what Arthur Dong's Family Fundamentals does."
1,"Instead, she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions."
1,An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it didn't try to.
1,"A headline-fresh thriller set among orthodox Jews on the West Bank, Joseph Cedar's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation, it does so without compromising that complexity."
1,"The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all, a condition only the old are privy to, and...often misconstrued as weakness."
0,A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television.
1,"Despite its lavish formalism and intellectual austerity, the film manages to keep you at the edge of your seat with its shape-shifting perils, political intrigue and brushes with calamity."
1,"Coppola's directorial debut is an incredibly layered and stylistic film that, despite a fairly slow paced, almost humdrum approach to character development, still manages at least a decent attempt at meaningful cinema."
0,"So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober, filmed on the set of Carpenter's The Thing and loaded with actors you're most likely to find on the next inevitable incarnation of The Love Boat."
0,"With its lackadaisical plotting and mindless action, All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s."
1,Among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations.
1,"A reminder that beyond all the hype and recent digital glitz, Spielberg knows how to tell us about people."
0,Collapses under its own meager weight.
0,Doesn't deserve a passing grade (even on a curve).
1,"White Oleander may leave you rolling your eyes in the dark, but that doesn't mean you won't like looking at it."
1,At once disarmingly straightforward and strikingly devious.
1,"If you're looking for a smart, nuanced look at de Sade and what might have happened at Picpus, Sade is your film."
0,I don't blame Eddie Murphy but shouldn't Owen Wilson know a movie must have a story and a script?
0,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse.
1,This in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come.
0,The script becomes lifeless and falls apart like a cheap lawn chair.
1,This is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it's all the stronger because of it.
0,So devoid of pleasure or sensuality that it cannot even be dubbed hedonistic.
0,"Solondz is without doubt an artist of uncompromising vision, but that vision is beginning to feel, if not morally bankrupt, at least terribly monotonous."
0,"Here's a case of two actors who do everything humanly possible to create characters who are sweet and believable, and are defeated by a screenplay that forces them into bizarre, implausible behavior."
1,"""Catch Me"" feels capable of charming the masses with star power, a pop-induced score and sentimental moments that have become a Spielberg trademark."
0,"""Solaris"" is a shapeless inconsequential move relying on the viewer to do most of the work."
0,"(T)his slop doesn't even have potential as a cult film, as it's too loud to shout insults at the screen."
