ID,title,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,32k-ids,count,positive,neutral,negative,numeric_sentiment
2017-En-40853,They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,1,0,1,0,0,0,0,0,0,0,0,512 31953 45 18514 980 163 10 3712 1240 201 305 1804 1833 28 14604 3188 28 1833 31977 223 60 19789 31946,23,0,0,1,0.0
2017-En-11113,Damn.. Lol.. Maybe it is for the best though.. Her brother might still be lookin for revenge tears of joy,1,0,0,0,1,0,1,0,0,0,0,24765 181 15363 181 2705 36 46 61 10 496 731 181 2080 2464 1069 485 60 273 6 61 9714 5021 39 3536,24,0,0,0,0.5
2017-En-11473,": Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. love conflicted grimacing",1,0,1,0,0,1,0,1,0,0,0,1358 131 17 10771 37 17926 3419 4495 262 31946 19 81 10547 354 75 438 2107 26 18 979 31951 102 64 46 4 1136 429 1392 31946 278 24187 18362 2905,33,0,0,1,0.0
2017-En-11188,some of the casuals tweets that Vic has faved are making me gag,0,0,1,0,1,0,0,1,1,0,0,260 39 10 4960 31932 8982 937 74 23876 216 375 299 112 1292 154 13947,16,0,0,1,0.0
2017-En-30334,I was just introducing a little levity to the convo. Yep!,0,1,0,0,1,0,1,0,0,0,0,19 81 204 12883 4 366 315 7588 26 10 3437 31929 31946 18949 31956,15,1,0,0,1.0
2017-En-11286,this is an automatic L for me but ima keep trying fam relentless thewengerway,1,0,1,0,0,0,0,0,1,0,0,64 46 101 8387 218 61 154 102 785 31930 518 1193 774 21730 10 31944 10054 1494,18,1,0,0,1.0
2017-En-30319,Watch this amazing live.ly broadcast by musically,0,0,0,0,1,0,0,0,0,0,0,6668 64 1024 1313 31946 62 11254 296 13728,9,1,0,0,1.0
2017-En-30968,Keep smiling :),0,0,0,0,1,1,1,0,0,0,0,3489 13509 2021,3,1,0,0,1.0
2017-En-40045,Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,0,0,0,0,0,0,0,1,1,0,0,1548 92 19620 790 387 28 332 250 3775 127 2906 31946 9034 88 1726 11508 58 10 18630 18544 29880 92 10048 31946 36 31953 31932 265 61 154 26 5540 3970,33,0,0,1,0.0
2017-En-10101,"The majority of people irritate the fuck out of me, cba with people ahahah",1,0,1,0,0,0,0,0,0,0,0,94 6779 39 608 15746 10 18 979 187 39 154 31951 21 8081 84 608 4 20636 31935,19,0,0,1,0.0
2017-En-20892,It still destroys Fear The Walking Dead. That show is horrible,0,0,1,0,0,0,0,0,0,0,0,133 485 21504 16348 94 16221 6245 31946 1237 613 46 3310,12,0,0,1,0.0
2017-En-31407,No doubt.... smiling ...the best medicine smiling smiling eyes smiling smiling eyes smiling smiling eyes,0,0,0,0,1,0,1,0,0,0,0,1086 3151 839 13509 2156 964 496 8187 13509 13509 2259 13509 13509 2259 13509 13509 2259,17,1,0,0,1.0
2017-En-21790,I have noticed since HillarysHeath has become an issue the left is going full panic mode. NTAC,0,0,1,1,0,0,0,1,0,0,0,19 103 2450 727 30681 31932 4318 927 216 1806 101 1651 10 1240 46 685 887 17803 3493 31946 23627 2725,22,0,1,0,0.5
2017-En-22016,okay false alarm it's working again,0,1,0,0,0,0,0,0,0,1,0,2853 7200 5477 36 31953 31932 1235 517,8,0,0,0,0.5
2017-En-21875,Omg I actually thought she was going to jump. SouthPark20 southpark,0,1,0,1,1,0,0,0,0,1,0,27201 19 878 657 351 81 685 26 3293 31946 5535 31973 662 2225 9264 29401,16,0,0,1,0.0
2017-En-20453,Men cannot even handle the suspicion of a horn farless weary,1,0,1,0,0,0,0,0,1,0,0,7104 1647 395 1927 10 24975 39 4 12562 721 717 19068,12,0,0,1,0.0
2017-En-40824,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me sober,0,0,0,0,0,0,1,0,1,0,0,1479 1607 4364 727 19 438 187 39 10 7204 31946 516 445 41 24741 9373 181 272 138 19 138 31946 211 373 74 171 12 187 31956 1086 7018 166 163 61 154 20401,36,0,0,1,0.0
2017-En-11042,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,1,1,1,0,0,0,0,1,1,0,0,1585 117 332 438 92 5166 7735 4305 12658 102 483 332 8796 1015 4 588 947 61 10 768 28 483 8796 300 31958 4036 6045 31930 517 839,30,0,1,0,0.5
2017-En-30222,cheer cheer the red and white we are now off to grand final to win the fight. Thanks,0,0,0,0,1,1,1,0,0,0,0,12687 12687 10 1863 28 1783 95 112 483 382 26 1500 3354 26 2789 10 2471 31946 2179,19,1,0,0,1.0
2017-En-30497,Never make a decision when you're angry and never make a promise when you're happy. wisewords,0,0,0,0,0,0,1,0,0,0,1,3827 463 4 4853 261 75 31953 7 6818 28 595 463 4 6306 261 75 31953 7 800 31946 5298 13812,22,1,0,0,1.0
2017-En-40278,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6 rolling eyes rolling eyes rolling eyes rolling eyes FML",1,0,1,0,0,0,0,0,1,0,0,72 31942 19 379 41 13249 462 901 163 2647 28 26 24914 154 382 395 222 31951 92 7912 1520 790 41 108 4 679 641 7867 19 10491 19 24103 983 7351 2259 7351 2259 7351 2259 7351 2259 8948 31970,43,0,0,1,0.0
2017-En-21223,T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,0,0,0,0,0,0,0,0,0,0,0,54 31985 3466 31944 101 2157 4 24323 31936 11079 1200 31936 31944 20 31933 418 31 20688 229 13118 658,21,0,1,0,0.5
2017-En-31228,Charlotte just watched you on the great wall hilarious grinning squinting,0,0,0,0,1,1,0,0,0,0,0,13468 204 2882 75 58 10 177 1718 4467 23356 606 2618 367 25,14,1,0,0,1.0
2017-En-21794,Ffs dreadful defending,1,0,1,0,0,0,0,0,1,0,0,238 23757 20156 25570,4,0,0,1,0.0
2017-En-11236,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",1,0,1,0,0,0,0,0,0,0,0,3713 19 455 39 2159 5287 3660 882 31690 26 848 31940 742 2078 19671 31951 3262 244 10896 31951 28 24061 251 11056 612 31946,26,0,0,1,0.0
2017-En-31415,dhoni bcoz of is calmness nd match winning finishers nd a proud miltirian dad#husband nd wonderful humanbeing nd his smile,0,0,0,0,1,1,0,0,0,0,0,33 24357 31931 15 1671 31971 39 46 9120 1027 24575 2527 9283 690 3958 31932 24575 4 6163 20 1799 31931 5768 4307 0 21889 24575 1039 2078 14339 24575 311 5550,33,1,0,0,1.0
2017-En-30288,Thank you for the balloons today. goodday 48,0,0,0,0,1,0,1,0,0,0,0,1978 75 61 10 20914 1699 31946 205 867 10184,10,1,0,0,1.0
2017-En-21128,When you make a great tasting shake and no words can describe it! grinning big eyes OK hand light skin tone shake herbalifenutrition tastesogood nowords,0,0,0,0,1,0,1,0,0,0,0,974 75 463 4 177 8157 6754 28 262 1638 175 4615 36 31956 23356 606 675 2259 3193 587 598 1583 4012 6754 17103 120 34 52 7101 4696 500 149 483 4583,34,1,0,0,1.0
2017-En-10069,I lost a couple niggas I want revenge so put me in coach,1,0,1,0,0,0,0,0,1,0,0,19 1675 4 1154 43 239 15628 19 339 9714 117 444 154 41 11235,15,0,0,1,0.0
2017-En-40913,John and his 'magic box' lost,1,0,1,0,0,0,0,0,1,0,0,2132 28 311 924 26357 931 31953 1675,8,0,0,1,0.0
2017-En-31416,dhoni bcoz of is calmness nd match winning finishers nd a proud miltirian dad#husband nd wonderful humanbeing nd his,0,0,0,0,1,1,1,0,0,0,1,33 24357 31931 15 1671 31971 39 46 9120 1027 24575 2527 9283 690 3958 31932 24575 4 6163 20 1799 31931 5768 4307 0 21889 24575 1039 2078 14339 24575 311,32,1,0,0,1.0
2017-En-10779,I need a bento box sushi date rice ball spaghetti an olive guarded date cheese wedge and a oncoming fist medium-light skin tone Rockys date pizza,0,1,0,0,1,1,1,0,0,0,1,19 364 4 5781 31929 931 26955 2821 6357 2024 21158 101 12225 6724 31 2821 6909 15653 28 4 58 5770 16946 3352 31958 1339 1583 4012 4239 975 2821 10378,32,0,1,0,0.5
2017-En-41353,Nobody wants a grouch but DONT move to SD if you want to be a rapper. serious,1,0,0,0,0,0,0,1,1,0,0,15950 1993 4 604 1371 102 15585 1572 26 5813 277 75 339 26 60 4 22719 31946 2062,19,0,0,1,0.0
2017-En-10270,The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,1,0,1,0,0,0,0,0,0,0,0,94 925 39 232 9383 61 1964 1454 26 3222 163 10 1926 382 10 2590 570 172 101 6818 6046 31992 131 10013 976 61 6784 31992,28,0,0,1,0.0
2017-En-11005,Very rare an officer just shoots without regard. They don't want that on their conscience. incite,1,0,0,0,0,0,0,0,0,0,0,832 2975 101 10999 204 13292 703 2916 31946 512 372 31953 31928 339 74 58 402 18469 31946 591 258,21,0,0,1,0.0
2017-En-31100,"i'm elated, thank you for your help! can i apply to be verified?",0,0,0,0,1,1,1,0,0,0,0,332 31953 31940 31252 31951 2861 75 61 276 624 31956 175 332 2744 26 60 22903 31992,18,1,0,0,1.0
2017-En-31290,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy & u don't deserve that ass",1,0,0,0,0,0,0,0,0,0,0,13286 27996 3014 7728 28004 22834 31955 16440 16445 10730 16125 19155 31953 31932 31992 6069 24459 238 18891 1032 13729 13392 137 31989 19 8204 6216 31104 137 23309 10687 31951 351 5101 345 760 800 775 111 372 31953 31928 7848 74 1653,45,0,0,1,0.0
2017-En-20131,I'm still too nervous to try it. I need to man up and give it ago.,0,0,0,1,0,0,0,1,0,0,0,19 31953 31940 485 316 8205 26 628 36 31946 19 364 26 317 208 28 747 36 1254 31946,20,0,0,1,0.0
2017-En-31404,"hey breezy, you wanna give me some of that coffee you posted on your snap?? please",0,1,0,0,1,0,0,0,0,0,0,7443 22234 31951 75 9313 747 154 260 39 74 1749 75 7224 58 276 4114 2862 3001,18,1,0,0,1.0
2017-En-20045,it would be great but what if the card crashes screaming in fear . It's happened to me twice nightmare,0,1,0,1,0,0,0,0,1,0,0,36 194 60 177 102 272 277 10 1174 11500 11135 41 4032 1063 133 31953 31932 2268 26 154 2512 10667,22,0,0,1,0.0
2017-En-21522,There is nothing like being in the shower when the power goes out flushed creepy,0,0,1,1,0,0,0,0,1,0,0,725 46 1168 172 704 41 10 3299 261 10 1269 1403 187 428 3742 8133,16,0,0,1,0.0
2017-En-31267,"- blood and mucus and he chokes and has to swallow, mirth cut too short. 'Wrong answer.' It takes some awkward movements -",1,0,1,0,0,0,0,1,0,0,0,349 3736 28 20 1775 57 28 121 3010 1489 28 216 26 11242 31951 20 2207 1162 316 943 31946 924 15434 213 3577 7135 133 1261 260 5319 9354 349,32,0,0,1,0.0
2017-En-31606,"eggos 'El?' He turned around to her, smiling before hugging her gently.",0,1,0,0,1,1,1,0,0,0,0,5086 302 924 14248 24038 619 2094 693 26 279 31951 13509 634 70 11792 279 9700 31946,18,1,0,0,1.0
2017-En-40689,"Back to forest drama - from my Forest music - series, 2016 nature dark art photography Finland",0,0,0,0,1,1,1,0,0,0,0,5772 26 11862 3749 349 195 92 19962 712 349 664 31951 2724 31994 3532 1678 1165 5910 3335 1873,20,0,1,0,0.5
2017-En-30983,"I'm moving this weekend & my sugar daddy will replace it so, it is what it is. Niggas still happy.",0,0,0,0,1,0,0,0,0,0,0,19 31953 31940 2509 64 4750 775 92 4472 17675 223 1900 36 117 31951 36 46 272 36 46 31946 226 239 15628 485 800 31946,27,1,0,0,1.0
2017-En-20820,your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data terrible service,1,0,1,0,0,0,0,0,0,0,0,276 4 6398 19 1388 61 3885 261 19 31953 31940 41 14200 28 75 510 1642 28 572 19 31953 45 494 208 163 92 3885 3069 1664,29,0,0,1,0.0
2017-En-41143,"if we don't understand how to express our emotions to others, may lead to sadness / loneliness & neg impact on long term mh MHChat",0,0,0,0,0,0,0,1,1,0,0,277 95 372 31953 31928 1009 327 26 5332 554 4099 26 1020 31951 697 1659 26 10852 3518 21063 775 2386 4164 58 468 5818 20 31935 135 15269 59,31,0,0,1,0.0
2017-En-40870,Refuse to let myself get discouraged.,0,0,0,0,1,0,1,0,0,0,1,12631 2503 26 1080 1190 203 21283 31946,8,0,0,1,0.0
2017-En-31553,Howling with laughter at WELL DONE BEZZA! bakeoff GBBO,0,0,0,0,1,0,1,0,0,0,0,890 1281 84 10456 166 9053 21633 3604 0 31954 31956 11168 2843 8487 8887,15,1,0,0,1.0
2017-En-30853,THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,0,0,0,0,1,1,1,0,0,0,1,13324 2608 3133 6737 2963 6206 1589 1849 28367 17658 1815 19 31953 31940 685 26 117 31947 20276 4197 16393 483 582 31947,24,1,0,0,1.0
2017-En-30920,Watch this amazing live.ly broadcast by lively musically. Come WATCH,0,0,0,0,1,1,1,0,0,1,0,6668 64 1024 1313 31946 62 11254 296 11731 13728 31946 8730 14576,13,1,0,0,1.0
2017-En-21993,I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe folded hands light skin tone,0,0,0,1,0,0,0,0,1,0,0,19 31953 31940 117 3768 31946 164 46 11290 28 117 5301 31946 499 36 175 1276 343 36 175 1276 3072 31946 4184 60 2658 8638 1672 598 1583 4012,31,0,0,1,0.0
2017-En-40277,Berry I've got teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),0,0,0,0,0,0,0,1,1,0,0,17346 19 31953 45 438 355 1737 31930 14370 4989 58 402 418 61 75 28 17046 102 19 372 31953 31928 419 189 31953 30 5398 296 10370 7886 390 7713,32,0,0,1,0.0
2017-En-11181,Defination of a best friends..!!! a person who opens his mouth just to insult yu..!! :D :D :D,1,0,1,0,1,0,0,0,0,0,0,10473 217 39 4 496 1149 181 962 4 786 294 5934 311 3856 204 26 12902 65 31938 181 390 1358 31965 1358 31965 1358 31965,27,0,0,1,0.0
2017-En-30532,"A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert justice.",0,0,0,0,0,0,1,1,0,0,0,98 20511 1309 46 205 8187 31951 102 4 13241 2730 10157 208 10 10688 31946 98 13254 317 17456 4 3787 760 41 4334 26 1252 1677 5476 31946,30,1,0,0,1.0
2017-En-11296,The side effects of fighting and disrespect.. comes ignoring the person and show you don'tcare at all!! sweet revenge.,1,0,1,0,0,0,0,0,0,0,0,94 1028 3364 39 4991 28 24646 181 1048 20343 10 786 28 613 75 372 31953 31928 9526 166 163 390 2176 9714 31946,25,0,0,1,0.0
2017-En-20361,onus is on Pakistan' : after Uri terror attack,1,0,1,1,0,0,0,0,1,0,0,58 57 46 58 23599 31953 1358 427 516 96 7350 5664,12,0,0,1,0.0
2017-En-40939,Now I'm going to sulk again for a week until OurGirl is back on! and are the best!,1,1,0,0,0,0,0,0,1,0,0,1570 19 31953 31940 685 26 9 18065 517 61 4 1373 1137 3073 23668 46 387 58 31956 28 112 10 496 31956,24,1,0,0,1.0
2017-En-20749,"Big up argue, did I miss phantom dread syndrome by dudes sick.",1,0,1,0,0,0,0,0,1,0,0,4117 208 12232 31951 290 19 1490 24 14689 9825 19349 296 30358 4535 31946,15,0,0,1,0.0
2017-En-10495,welfarereform should not be a 'model' for snap.,0,0,1,0,0,0,0,0,1,0,0,27836 7 2810 593 104 60 4 924 25700 31953 61 4114 31946,13,0,0,1,0.0
2017-En-21856,"but what I am doing is in my control, AvoidMMT , you guys are",1,0,1,0,0,0,0,0,0,0,0,102 272 19 250 1487 46 41 92 1757 31951 16344 14179 31952 1556 75 2466 112,17,1,0,0,1.0
2017-En-31286,"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",0,0,0,0,1,0,1,0,0,0,0,6904 31953 31928 932 162 1025 16908 6368 112 117 800 31951 102 845 31953 31932 92 5456 31991 354 189 369 5540 4289 28 485 103 177 1346 7419 3290 31946,32,1,0,0,1.0
2017-En-41417,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",0,1,0,0,0,0,1,0,0,1,0,19 1643 479 172 3303 216 10 2751 26 463 4 4646 187 39 1005 2156 3490 4969 4646 31951 30526 4646 31951 13249 3129 4646 31951 22376 190 77 4646,31,1,0,0,1.0
2017-En-10375,yandian her team must draw from a hat for daily personality drugged yeller quiet screamer # tears of joy tears of joy,1,0,1,0,0,0,0,0,0,0,0,65 225 829 279 3590 846 1841 195 4 3192 61 2326 5778 1369 5265 12457 13 3035 12389 13 31926 0 5021 39 3536 5021 39 3536,28,1,0,0,1.0
2017-En-40332,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. Sydney J. Harris,0,0,0,0,0,0,1,0,1,0,0,6237 1286 61 10 773 95 290 175 60 26928 296 265 31996 36 46 3559 61 10 773 95 290 104 138 74 46 9928 182 231 31946 20017 344 31946 10536,33,0,0,0,0.5
2017-En-31312,She writes with sort of the same playful cynicism that you do! :),0,1,0,0,0,0,0,0,0,0,0,808 3160 84 2250 39 10 663 14772 13849 15836 74 75 138 31956 2021,15,0,0,0,0.5
2017-En-30923,So happy I live in NYC! See you tomorrow .....,0,0,0,0,1,0,1,0,0,0,0,734 800 19 1313 41 10717 31956 6479 75 11047 13448,11,1,0,0,1.0
2017-En-20143,"# ISIS REFERENCES SCRUBBED? Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ... news",1,1,1,0,0,0,0,0,0,0,0,31926 0 2203 1412 21356 772 30341 1384 8160 31972 20296 31967 1432 31992 16450 2568 2178 5175 41 10717 31951 24410 9477 406 3009 26 11 7271 7350 4474 41 12924 2185 31933 314 4660,36,0,0,1,0.0
2017-En-40754,Free live music in DC tonight! blues with MoonshineSociety at in the Loft starting at 10:30pm,0,1,0,0,1,0,0,0,0,0,0,7435 1313 712 41 7789 13192 31956 6027 84 3274 798 31935 282 2737 453 2601 166 41 10 2419 525 2797 166 1121 21704 11799,26,1,0,0,1.0
2017-En-10791,ESPN just assumed I wanted their free magazines,1,0,1,0,0,0,0,0,0,0,0,18375 31969 204 8763 19 862 402 1092 10438,9,0,1,0,0.5
2017-En-21471,"It's amazing how something gets stuck in your head, and you can't shake a memory... Sometimes, I miss people a lot. Wish they knew.",0,0,0,0,1,0,0,0,1,0,0,133 31953 31932 1024 327 691 1243 2886 41 276 838 31951 28 75 175 31953 31928 6754 4 2931 314 4344 31951 19 1490 608 4 489 31946 4384 189 1885 31946,33,1,0,0,1.0
2017-En-21652,truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet,1,1,1,0,0,0,1,0,1,0,0,1208 31957 204 1015 4578 189 2043 75 84 10 592 174 2392 5477 41 10 2443 39 3371 31946 5766 112 2176,23,0,0,1,0.0
2017-En-21991,I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,0,0,0,1,1,0,0,0,0,0,0,19 250 4 2383 370 3242 3786 28 28 2927 2293 31946 9626 46 10 378 265 19 31953 45 738 871 101 11572 703 995 4 17803 5664,29,1,0,0,1.0
2017-En-21274,touche! I'll start paying more attention and test this woman detective light skin tone AdweekChat,0,0,0,0,1,0,1,0,0,0,0,3868 2307 31956 19 31953 30 584 4323 222 2139 28 1726 64 1910 6995 598 1583 4012 2453 17792 31963 59,22,1,0,0,1.0
2017-En-40020,don't leave me sad,0,0,0,0,0,0,0,1,1,0,0,372 31953 31928 1902 154 2130,6,0,0,1,0.0
2017-En-41323,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( itnevergoes,0,0,0,1,0,0,0,1,1,0,0,8709 372 31953 31928 416 1025 19 31953 31940 117 8840 507 39 10 265 31946 19 204 339 36 163 26 1674 6211 36 14704 30541,27,0,0,1,0.0
2017-En-30858,"It's HobbitDay! Hobbit's give gifts on their birthdays, so I'm sharing the gift of glee today! Find something that makes you happy!",0,0,0,0,1,1,1,0,0,0,0,133 31953 31932 25138 17377 31956 25138 31953 31932 747 4030 58 402 24739 31951 117 19 31953 31940 5623 10 1038 39 38 10481 1699 31956 13782 691 74 707 75 800 31956,34,1,0,0,1.0
2017-En-10326,"I am real sjw, I will not let america down I have found us, now go and get us I let it out and I let it in I rage I lol",1,0,0,0,0,0,0,0,0,0,0,19 250 615 9 31959 31944 31951 19 223 104 1080 26719 464 19 103 580 128 31951 483 298 28 203 128 19 1080 36 187 28 19 1080 36 41 19 16025 19 5004,36,1,0,0,1.0
2017-En-30212,The neighbor dancing in the Clayton Homes commercial is me. hilarious,0,0,0,0,1,0,0,0,0,1,0,94 5682 7756 41 10 31010 18779 29 6893 46 154 31946 4467,13,1,0,0,1.0
2017-En-10515,YUUUHH rolling eyes loudly crying plus clin ep and prevmed ugghhh hahaha,0,0,0,0,1,0,0,0,0,0,0,411 31984 31984 31984 21816 7351 2259 22205 8495 2055 10568 1838 28 8532 1314 111 31942 68 9332 12025 17,21,0,0,1,0.0
2017-En-11234,Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either outrage,1,0,1,0,0,0,0,0,0,0,0,19460 208 4323 8462 31945 61 1341 4 4837 39 3218 235 31946 1681 31953 31928 395 203 10 4253 39 10385 10 1230 3615 382 1468 10896,28,0,0,1,0.0
2017-En-41063,Rooney = whipping boy. mufc,0,0,0,0,1,0,0,0,0,0,0,3990 728 31926 0 130 3074 1609 31946 20 2486 31939,11,0,1,0,0.5
2017-En-40077,PowerPlay Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,0,0,1,1,0,0,0,1,1,0,0,5455 17108 6386 2778 7700 31956 456 25671 67 7892 28 797 39 279 7261 8301 195 64 1986 31936 1780 31946 133 31953 31932 578 58 163 31946,29,0,0,1,0.0
2017-En-20969,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. AmericanAirlines americanairlinessucks AATeam",1,0,1,0,0,0,0,0,1,0,0,890 46 74 41 2724 10571 4 8462 31997 12014 313 104 103 11901 314 2778 3840 31946 2159 31954 1245 1300 10590 3938 1245 1434 7884 98 1551 31927 174,31,0,0,1,0.0
2017-En-22069,Side chick's be trying to fuck u like your going to forget about your wife when your done.,1,0,1,0,0,0,0,0,0,0,0,11075 8966 31953 31932 60 1193 26 18 979 111 172 276 685 26 3039 228 276 1571 261 276 1008 31946,22,0,0,1,0.0
2017-En-10351,I accidetly dumped boiling water my myself tired,1,0,1,0,0,0,0,0,1,0,0,19 736 82 24547 17528 13346 992 92 1190 3573,10,0,0,1,0.0
2017-En-10716,Praying for the Lord to keep anger hate jealousy away from your heart is a sign of maturity conciseness,0,0,0,0,0,0,1,0,0,0,0,14482 25 61 10 5196 26 518 9087 2682 21562 921 195 276 1309 46 4 1756 39 16558 1278 14 7861,22,0,1,0,0.5
2017-En-40779,hmu need players for lans next year. DM me. Need serious players. Im under org,0,0,0,0,0,0,0,0,0,0,0,70 31940 31938 364 3798 61 32 484 803 370 31946 18435 154 31946 5570 2062 3798 31946 3679 602 19168,21,0,0,1,0.0
2017-En-21525,What's up Cowboys?,0,0,0,0,0,0,0,0,0,0,0,1122 31953 31932 208 16895 31932 31992,7,1,0,0,1.0
2017-En-41090,Don't get too close it's dark inside fog water wave,0,1,0,1,0,0,0,0,1,0,0,1681 31953 31928 203 316 1524 36 31953 31932 1678 1505 9259 992 10304,14,0,0,1,0.0
2017-En-10707,eyes u tried boiling em takes years too,0,0,0,0,0,0,0,0,1,0,0,2259 111 968 13346 853 1261 555 316,8,0,0,1,0.0
2017-En-40125,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,0,0,0,0,1,0,0,0,1,0,0,19 438 12913 84 9654 31958 10098 1364 9859 28 19 596 31953 31928 416 343 81 4 2039 1079 714 482 5004,23,0,0,1,0.0
2017-En-21807,Loving talk challenge fear map inspiration stayunstoppable,0,0,0,1,0,0,1,0,0,0,0,18094 3182 4138 4032 5189 6103 1476 179 14686 125 231,11,1,0,0,1.0
2017-En-40355,We want to help you with your depression. Give our office a call to learn how TMS may be the treatment you've been waiting for!,0,1,0,0,0,0,1,0,1,0,0,513 339 26 624 75 84 276 9859 31946 7622 554 2964 4 1131 26 1126 327 54 10630 697 60 10 5113 75 31953 45 379 2482 61 31956,30,1,0,0,1.0
2017-En-21351,answers I've contacted answers awful service whathappenedtocustomerservice,1,0,1,0,0,0,0,0,1,0,0,4444 19 31953 45 4892 4444 4381 1664 272 20717 3210 31928 1074 1592 158 21903,16,0,0,1,0.0
2017-En-30217,yeah! :) playing well optimism,0,0,0,0,1,0,1,0,0,0,0,7500 31956 2021 1457 254 25821,6,1,0,0,1.0
2017-En-11378,How hard is it to get in touch with uk! One simple question I can't find answer to on website and 1 hour waiting for online chat,1,0,1,0,0,0,0,0,0,0,0,890 578 46 36 26 203 41 1687 84 22680 31956 1325 1307 2805 19 175 31953 31928 445 3577 26 58 2980 28 293 1059 2482 61 2008 9024,30,0,0,1,0.0
2017-En-20382,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. confused insomnia notfair,0,0,1,0,0,0,0,0,1,0,0,19 526 26 9060 1079 924 26307 31958 8043 31953 28 1951 717 6822 31946 21038 46 4 1951 717 150 31946 5878 27800 104 24682,26,0,0,1,0.0
2017-En-10041,Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! fuming,1,0,1,0,0,0,0,0,0,0,0,4151 31958 2678 95 103 31956 801 1970 166 163 31956 513 364 64 24574 15784 31956 636 518 11613 1231 74 676 31953 31928 1276 1598 18 13029,29,0,0,1,0.0
2017-En-40833,Of course not. Didn't sink his studs into a knee like Forrester,0,1,1,0,0,0,0,1,0,0,0,2538 1518 104 31946 6007 31953 31928 4503 311 13755 412 4 7013 172 993 7 2165,17,0,0,1,0.0
2017-En-10841,"Just to help maintain and boost our status as a world class centre for education, culture and tolerance.",0,1,0,0,0,0,1,0,0,0,0,1222 26 624 4995 28 7657 554 8368 108 4 917 1057 1870 7 61 6434 31951 3759 28 19144 31946,21,1,0,0,1.0
2017-En-21829,Actually pretty typical of trump supporters This kid learned birtherism in school That's horrific,1,0,1,1,0,0,0,0,1,0,0,7454 764 3453 39 14230 780 22453 164 912 2508 26700 237 1633 41 1576 1237 31953 31932 12029,19,0,0,1,0.0
2017-En-30749,f breezy,0,0,0,0,0,0,0,0,0,0,0,18 22234,2,0,1,0,0.5
2017-En-30263,Peter is aesthetically pleasing to look at,0,0,0,0,1,1,1,0,0,0,0,5680 46 21919 9864 26 273 166,7,1,0,0,1.0
2017-En-11144,"'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",1,0,0,0,0,0,0,0,0,0,0,924 5720 296 877 1675 31956 19 372 31953 31928 339 26 455 75 41 92 2259 24576 17111 600 70 901 31 28 13014 279 4631 31951 621 921 2549 96 62 31946,34,0,0,1,0.0
2017-En-41213,"Only God knows why things happen, sometimes it's just hard to understand. sad prayingforyou",0,0,0,0,0,0,1,0,1,0,0,2567 1569 2541 1025 773 1276 31951 1762 36 31953 31932 204 578 26 1009 31946 2130 17348 31943 263 22,21,0,0,1,0.0
2017-En-10154,apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! fuming,1,0,1,0,0,0,0,0,0,0,0,5082 75 112 26 2524 154 31946 734 31943 35 350 3451 26 60 3398 1699 31946 6140 1283 2444 31946 110 1789 58 2684 31946 1086 117 31943 35 31956 18 13029,33,0,0,1,0.0
